task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
144	84/dc23e9	2823	gatkHaplotypeCaller (144)	COMPLETED	0	2020-09-24 22:22:18.674	10m 47s	10m 44s	94.6%	1.6 GB	6.8 GB	508.7 MB	11.9 MB
135	d8/5b7c8c	9424	gatkHaplotypeCaller (135)	COMPLETED	0	2020-09-24 21:54:18.874	39m 39s	39m 34s	98.8%	1.6 GB	7 GB	1.3 GB	11 MB
149	24/ffc53c	21807	gatkHaplotypeCaller (149)	COMPLETED	0	2020-09-24 22:26:07.322	9m 57s	9m 53s	92.5%	1.6 GB	6.8 GB	502.6 MB	11.7 MB
151	1c/0ef80e	3822	gatkHaplotypeCaller (151)	COMPLETED	0	2020-09-24 22:29:29.992	8m 56s	8m 52s	93.8%	1.6 GB	6.8 GB	340.4 MB	13.7 MB
146	86/7eae4f	10070	gatkHaplotypeCaller (146)	COMPLETED	0	2020-09-24 22:30:48.710	10m 20s	10m 16s	93.1%	1.6 GB	6.8 GB	523.9 MB	11.9 MB
126	74/82f818	16934	gatkHaplotypeCaller (126)	COMPLETED	0	2020-09-24 21:39:35.894	1h 1m 44s	1h 1m 40s	97.8%	1.6 GB	6.8 GB	210 MB	151.2 MB
143	2f/f53017	3945	gatkHaplotypeCaller (143)	COMPLETED	0	2020-09-24 22:15:23.073	26m 10s	26m 7s	95.2%	1.6 GB	6.9 GB	992.4 MB	11.2 MB
119	98/f42b94	7821	gatkHaplotypeCaller (119)	COMPLETED	0	2020-09-24 21:33:23.345	1h 8m 12s	1h 8m 9s	110.4%	1.7 GB	7 GB	1.6 GB	12.7 MB
152	5b/44a86e	24229	gatkHaplotypeCaller (152)	COMPLETED	0	2020-09-24 22:33:57.678	10m 5s	10m 1s	101.2%	1.6 GB	6.8 GB	117.4 MB	74.5 MB
153	3c/72090e	2639	gatkHaplotypeCaller (153)	COMPLETED	0	2020-09-24 22:36:04.386	8m 22s	8m 19s	101.1%	1.6 GB	6.8 GB	82.9 MB	48.4 MB
145	16/8e5ae9	20011	gatkHaplotypeCaller (145)	COMPLETED	0	2020-09-24 22:33:05.909	11m 47s	11m 42s	93.7%	1.6 GB	6.8 GB	355.8 MB	23.3 MB
159	eb/bf5d97	14627	gatkHaplotypeCaller (159)	COMPLETED	0	2020-09-24 22:38:25.924	9m 30s	9m 27s	96.1%	1.6 GB	6.8 GB	430.4 MB	11.9 MB
158	5b/eaa69c	17825	gatkHaplotypeCaller (158)	COMPLETED	0	2020-09-24 22:44:02.964	4m 35s	4m 30s	103.3%	1.6 GB	6.8 GB	117.5 MB	105.2 MB
156	fb/014a38	28267	gatkHaplotypeCaller (156)	COMPLETED	0	2020-09-24 22:41:08.637	11m 3s	10m 59s	96.0%	1.6 GB	6.8 GB	376.2 MB	17.4 MB
160	36/32b40a	21097	gatkHaplotypeCaller (160)	COMPLETED	0	2020-09-24 22:44:26.250	8m 2s	7m 58s	100.8%	1.6 GB	6.8 GB	397.5 MB	12.8 MB
155	95/3f243c	32327	gatkHaplotypeCaller (155)	COMPLETED	0	2020-09-24 22:41:35.573	11m 39s	11m 36s	97.4%	1.6 GB	6.8 GB	278.7 MB	28.1 MB
162	fd/01df70	13689	gatkHaplotypeCaller (162)	COMPLETED	0	2020-09-24 22:47:55.940	8m 10s	8m 5s	98.4%	1.6 GB	7 GB	355.1 MB	12.3 MB
161	92/3be878	24447	gatkHaplotypeCaller (161)	COMPLETED	0	2020-09-24 22:44:52.822	11m 29s	11m 24s	96.1%	1.6 GB	6.8 GB	469.4 MB	12.2 MB
154	ab/2aa206	31918	gatkHaplotypeCaller (154)	COMPLETED	0	2020-09-24 22:41:33.530	15m 39s	15m 35s	95.7%	1.6 GB	6.9 GB	794.1 MB	11.9 MB
166	fb/6e84ab	18773	gatkHaplotypeCaller (166)	COMPLETED	0	2020-09-24 22:53:15.074	5m 28s	5m 24s	100.4%	1.6 GB	6.8 GB	154.1 MB	85.7 MB
163	7e/dd393e	12151	gatkHaplotypeCaller (163)	COMPLETED	0	2020-09-24 22:52:11.844	8m 15s	8m 12s	96.4%	1.6 GB	6.8 GB	351 MB	13.5 MB
167	89/4cf176	2192	gatkHaplotypeCaller (167)	COMPLETED	0	2020-09-24 22:56:05.578	6m 10s	6m 7s	98.2%	1.6 GB	6.8 GB	181.9 MB	47.7 MB
164	44/4cb1d4	19168	gatkHaplotypeCaller (164)	COMPLETED	0	2020-09-24 22:48:37.522	14m 8s	14m 3s	97.1%	1.6 GB	6.8 GB	573.4 MB	11.5 MB
170	4d/91c9f1	19666	gatkHaplotypeCaller (170)	COMPLETED	0	2020-09-24 22:58:42.932	4m 45s	4m 41s	98.7%	1.6 GB	6.8 GB	140.8 MB	111.9 MB
157	79/d8f54c	29801	gatkHaplotypeCaller (157)	COMPLETED	0	2020-09-24 22:41:20.241	25m 33s	25m 29s	96.3%	1.6 GB	6.9 GB	992.6 MB	11.3 MB
168	3b/0a735a	30428	gatkHaplotypeCaller (168)	COMPLETED	0	2020-09-24 23:00:26.732	7m 1s	6m 58s	93.3%	1.6 GB	6.8 GB	232.3 MB	20.1 MB
169	05/b5654e	4255	gatkHaplotypeCaller (169)	COMPLETED	0	2020-09-24 22:56:21.476	11m 38s	11m 35s	93.7%	1.6 GB	6.8 GB	376.9 MB	17.4 MB
165	27/dbeae0	14414	gatkHaplotypeCaller (165)	COMPLETED	0	2020-09-24 22:52:28.711	21m 2s	20m 58s	94.1%	1.6 GB	6.8 GB	414.5 MB	17.7 MB
175	f0/203ef2	16952	gatkHaplotypeCaller (175)	COMPLETED	0	2020-09-24 23:03:27.632	11m 46s	11m 41s	93.0%	1.6 GB	6.8 GB	558.3 MB	12.5 MB
172	b3/575dea	12005	gatkHaplotypeCaller (172)	COMPLETED	0	2020-09-24 23:02:45.674	12m 34s	12m 29s	91.7%	1.6 GB	6.8 GB	564.6 MB	11.4 MB
178	1f/4a78cd	11384	gatkHaplotypeCaller (178)	COMPLETED	0	2020-09-24 23:07:59.849	11m 20s	11m 15s	94.3%	1.6 GB	6.8 GB	329.1 MB	23.4 MB
174	b5/68df9a	3588	gatkHaplotypeCaller (174)	COMPLETED	0	2020-09-24 23:06:53.474	13m 33s	13m 29s	97.1%	1.6 GB	6.8 GB	173.1 MB	97.6 MB
180	1f/52eac8	17922	gatkHaplotypeCaller (180)	COMPLETED	0	2020-09-24 23:15:13.711	9m 10s	9m 6s	95.0%	1.6 GB	6.8 GB	455.1 MB	11.9 MB
177	93/62b9cb	18764	gatkHaplotypeCaller (177)	COMPLETED	0	2020-09-24 23:15:19.518	9m 51s	9m 47s	94.1%	1.6 GB	6.8 GB	489.9 MB	11.9 MB
173	e3/315a88	9746	gatkHaplotypeCaller (173)	COMPLETED	0	2020-09-24 22:57:12.538	28m 48s	28m 43s	111.5%	1.8 GB	7 GB	619.9 MB	11.4 MB
185	22/5335eb	31837	gatkHaplotypeCaller (185)	COMPLETED	0	2020-09-24 23:24:24.034	5m 29s	5m 25s	100.4%	1.6 GB	6.8 GB	136.9 MB	119.4 MB
183	fe/72fb38	12436	gatkHaplotypeCaller (183)	COMPLETED	0	2020-09-24 23:20:26.097	10m 6s	10m 1s	94.0%	1.6 GB	6.8 GB	489.5 MB	12 MB
181	bc/1876d1	3409	gatkHaplotypeCaller (181)	COMPLETED	0	2020-09-24 23:25:10.502	5m 49s	5m 43s	98.2%	1.6 GB	6.8 GB	166.9 MB	109.8 MB
182	1f/b4feca	6932	gatkHaplotypeCaller (182)	COMPLETED	0	2020-09-24 23:19:19.669	12m 49s	12m 46s	94.0%	1.6 GB	6.8 GB	568.5 MB	11.4 MB
179	9a/da3f52	9652	gatkHaplotypeCaller (179)	COMPLETED	0	2020-09-24 23:13:30.805	20m 52s	20m 47s	99.4%	1.6 GB	6.9 GB	506.4 MB	16.8 MB
176	30/95811d	7696	gatkHaplotypeCaller (176)	COMPLETED	0	2020-09-24 23:07:27.828	27m 34s	27m 30s	96.1%	1.6 GB	6.9 GB	496.1 MB	14.3 MB
187	06/e1baf8	5550	gatkHaplotypeCaller (187)	COMPLETED	0	2020-09-24 23:32:08.959	4m 44s	4m 39s	102.3%	1.6 GB	6.8 GB	130.4 MB	105.9 MB
191	72/d11103	30060	gatkHaplotypeCaller (191)	COMPLETED	0	2020-09-24 23:30:31.754	7m 6s	7m 2s	96.7%	1.6 GB	6.8 GB	231.5 MB	25.9 MB
186	95/5d0132	26685	gatkHaplotypeCaller (186)	COMPLETED	0	2020-09-24 23:29:52.636	8m 3s	7m 58s	95.1%	1.6 GB	6.8 GB	348.4 MB	12.2 MB
188	bd/d03c0b	21456	gatkHaplotypeCaller (188)	COMPLETED	0	2020-09-24 23:35:01.894	4m 43s	4m 38s	100.9%	1.6 GB	6.8 GB	133.6 MB	105.1 MB
184	79/fe1f03	17153	gatkHaplotypeCaller (184)	COMPLETED	0	2020-09-24 23:34:22.804	9m 5s	9m 2s	96.2%	1.6 GB	6.8 GB	414.5 MB	12.5 MB
195	be/828305	8413	gatkHaplotypeCaller (195)	COMPLETED	0	2020-09-24 23:37:55.958	7m 39s	7m 36s	98.8%	1.6 GB	6.8 GB	284 MB	17.7 MB
189	c3/998194	7584	gatkHaplotypeCaller (189)	COMPLETED	0	2020-09-24 23:26:00.729	20m 29s	20m 24s	94.8%	1.6 GB	6.9 GB	863.3 MB	11.1 MB
190	15/818374	1221	gatkHaplotypeCaller (190)	COMPLETED	0	2020-09-24 23:36:52.569	10m 27s	10m 23s	94.8%	1.6 GB	6.8 GB	520.1 MB	11.6 MB
193	56/98339d	32609	gatkHaplotypeCaller (193)	COMPLETED	0	2020-09-24 23:30:59.122	17m	16m 56s	94.5%	1.6 GB	6.8 GB	738.2 MB	11.9 MB
192	0f/61e039	5983	gatkHaplotypeCaller (192)	COMPLETED	0	2020-09-24 23:37:37.394	14m 47s	14m 43s	94.9%	1.6 GB	6.9 GB	640.1 MB	11.4 MB
196	09/99d2a1	6449	gatkHaplotypeCaller (196)	COMPLETED	0	2020-09-24 23:43:27.706	9m 2s	8m 57s	93.7%	1.6 GB	6.8 GB	474.1 MB	12 MB
194	67/d86975	22312	gatkHaplotypeCaller (194)	COMPLETED	0	2020-09-24 23:46:29.653	6m 15s	6m 10s	95.5%	1.6 GB	6.8 GB	193 MB	60.5 MB
201	dd/03164b	17445	gatkHaplotypeCaller (201)	COMPLETED	0	2020-09-24 23:45:35.378	7m 37s	7m 32s	95.1%	1.6 GB	6.8 GB	201.4 MB	67.4 MB
197	55/56315c	27573	gatkHaplotypeCaller (197)	COMPLETED	0	2020-09-24 23:47:19.643	10m 43s	10m 40s	93.2%	1.6 GB	6.8 GB	550.1 MB	11.7 MB
202	10/2708f2	30169	gatkHaplotypeCaller (202)	COMPLETED	0	2020-09-24 23:53:12.761	8m 3s	7m 59s	93.8%	1.6 GB	6.8 GB	336.7 MB	12.2 MB
203	e2/851823	24105	gatkHaplotypeCaller (203)	COMPLETED	0	2020-09-24 23:52:29.601	9m 44s	9m 40s	93.1%	1.6 GB	6.8 GB	463.1 MB	11.9 MB
207	8a/d2a71e	26767	gatkHaplotypeCaller (207)	COMPLETED	0	2020-09-24 23:52:44.190	9m 46s	9m 41s	91.9%	1.6 GB	6.9 GB	504.3 MB	11.7 MB
199	5e/89e6fb	23300	gatkHaplotypeCaller (199)	COMPLETED	0	2020-09-24 23:52:24.524	11m	10m 56s	91.6%	1.6 GB	6.8 GB	542.8 MB	11.7 MB
206	56/202e40	24546	gatkHaplotypeCaller (206)	COMPLETED	0	2020-09-24 23:58:03.138	11m 21s	11m 18s	93.5%	1.6 GB	6.8 GB	487.7 MB	11.6 MB
198	ce/1dfb4d	19001	gatkHaplotypeCaller (198)	COMPLETED	0	2020-09-24 23:39:44.637	31m 12s	31m 8s	103.8%	1.6 GB	7 GB	903.1 MB	20.8 MB
204	79/9346d1	8885	gatkHaplotypeCaller (204)	COMPLETED	0	2020-09-25 00:01:16.149	10m 3s	9m 58s	93.1%	1.6 GB	6.8 GB	505.3 MB	12 MB
205	d2/c30320	21098	gatkHaplotypeCaller (205)	COMPLETED	0	2020-09-25 00:03:24.533	9m 50s	9m 46s	93.7%	1.6 GB	6.8 GB	357.5 MB	12.7 MB
209	e7/d4ea25	16101	gatkHaplotypeCaller (209)	COMPLETED	0	2020-09-25 00:02:29.787	11m 55s	11m 52s	91.5%	1.6 GB	6.9 GB	528 MB	11.9 MB
210	b6/8c947d	17611	gatkHaplotypeCaller (210)	COMPLETED	0	2020-09-25 00:09:24.492	5m 54s	5m 49s	97.7%	1.6 GB	6.8 GB	169.4 MB	71.5 MB
171	3c/fabf0b	8547	gatkHaplotypeCaller (171)	COMPLETED	0	2020-09-24 23:02:15.662	1h 16m 31s	1h 16m 26s	106.0%	1.7 GB	7 GB	2.2 GB	29.9 MB
213	ca/9a14ad	7130	gatkHaplotypeCaller (213)	COMPLETED	0	2020-09-25 00:13:14.673	6m 59s	6m 54s	97.7%	1.6 GB	6.8 GB	178.2 MB	75.9 MB
212	28/02d53b	28490	gatkHaplotypeCaller (212)	COMPLETED	0	2020-09-25 00:11:18.776	9m 17s	9m 13s	94.4%	1.6 GB	6.8 GB	469.9 MB	11.9 MB
208	00/64ecc2	14183	gatkHaplotypeCaller (208)	COMPLETED	0	2020-09-25 00:02:13.602	18m 22s	18m 17s	94.4%	1.6 GB	6.9 GB	681.5 MB	11.3 MB
216	67/9b530f	25793	gatkHaplotypeCaller (216)	COMPLETED	0	2020-09-25 00:10:56.507	10m 35s	10m 31s	93.5%	1.6 GB	6.8 GB	520.9 MB	11.7 MB
211	f2/f06e88	11237	gatkHaplotypeCaller (211)	COMPLETED	0	2020-09-25 00:20:13.930	5m 53s	5m 49s	99.9%	1.6 GB	6.8 GB	207.5 MB	73 MB
214	48/b60bfc	17629	gatkHaplotypeCaller (214)	COMPLETED	0	2020-09-25 00:15:18.063	11m 3s	10m 59s	93.3%	1.6 GB	6.8 GB	593.7 MB	11.2 MB
218	bb/eeaab2	14002	gatkHaplotypeCaller (218)	COMPLETED	0	2020-09-25 00:20:35.817	6m 31s	6m 27s	97.4%	1.6 GB	6.8 GB	183.3 MB	72.7 MB
223	b3/b42e05	21000	gatkHaplotypeCaller (223)	COMPLETED	0	2020-09-25 00:21:31.737	6m 10s	6m 5s	100.4%	1.6 GB	6.8 GB	162.8 MB	102.4 MB
215	d2/e921ad	12644	gatkHaplotypeCaller (215)	COMPLETED	0	2020-09-25 00:14:25.080	15m 1s	14m 56s	94.2%	1.6 GB	6.8 GB	611.9 MB	11.3 MB
220	e3/350098	14119	gatkHaplotypeCaller (220)	COMPLETED	0	2020-09-25 00:20:36.058	9m 31s	9m 27s	92.4%	1.6 GB	6.8 GB	507.3 MB	11.7 MB
217	f5/cc57be	2537	gatkHaplotypeCaller (217)	COMPLETED	0	2020-09-25 00:18:46.719	13m 13s	13m 8s	95.6%	1.6 GB	6.8 GB	589.7 MB	11.3 MB
229	c4/170c7e	27677	gatkHaplotypeCaller (229)	COMPLETED	0	2020-09-25 00:27:42.117	10m 32s	10m 27s	93.6%	1.6 GB	6.8 GB	542.3 MB	11.7 MB
222	26/69930f	17099	gatkHaplotypeCaller (222)	COMPLETED	0	2020-09-25 00:26:07.207	12m 8s	12m 4s	94.5%	1.6 GB	6.8 GB	455.6 MB	14.8 MB
221	c6/bb9586	18945	gatkHaplotypeCaller (221)	COMPLETED	0	2020-09-25 00:26:21.274	13m 40s	13m 36s	93.7%	1.6 GB	6.8 GB	342.2 MB	33.3 MB
226	af/2f02eb	20870	gatkHaplotypeCaller (226)	COMPLETED	0	2020-09-25 00:31:59.275	9m 47s	9m 44s	94.7%	1.6 GB	6.8 GB	492.4 MB	12 MB
219	69/4d0afa	5382	gatkHaplotypeCaller (219)	COMPLETED	0	2020-09-25 00:29:25.831	14m 46s	14m 42s	98.7%	1.6 GB	7 GB	523.5 MB	11.4 MB
227	96/020985	26138	gatkHaplotypeCaller (227)	COMPLETED	0	2020-09-25 00:38:14.879	8m 55s	8m 51s	93.1%	1.6 GB	6.8 GB	473.8 MB	11.7 MB
225	4d/d1dd4e	10035	gatkHaplotypeCaller (225)	COMPLETED	0	2020-09-25 00:30:07.418	17m 59s	17m 55s	94.4%	1.6 GB	6.8 GB	789.1 MB	11.4 MB
228	5b/3c0fd7	25925	gatkHaplotypeCaller (228)	COMPLETED	0	2020-09-25 00:38:14.011	10m 5s	10m 2s	93.0%	1.6 GB	6.8 GB	516.4 MB	11.7 MB
231	03/342b97	3477	gatkHaplotypeCaller (231)	COMPLETED	0	2020-09-25 00:40:01.250	9m 29s	9m 25s	95.1%	1.6 GB	6.8 GB	362.9 MB	12.9 MB
230	87/f36829	12144	gatkHaplotypeCaller (230)	COMPLETED	0	2020-09-25 00:41:46.570	10m 9s	10m 5s	92.2%	1.6 GB	6.8 GB	505.4 MB	11.8 MB
236	c8/c9c5a0	12269	gatkHaplotypeCaller (236)	COMPLETED	0	2020-09-25 00:48:19.157	4m 32s	4m 27s	98.7%	1.6 GB	6.8 GB	119 MB	107.9 MB
233	8a/66fe31	5234	gatkHaplotypeCaller (233)	COMPLETED	0	2020-09-25 00:47:09.565	10m 34s	10m 30s	93.3%	1.6 GB	6.8 GB	454.1 MB	12 MB
237	26/68f6ef	19594	gatkHaplotypeCaller (237)	COMPLETED	0	2020-09-25 00:49:30.638	10m 36s	10m 31s	94.0%	1.6 GB	6.9 GB	541.8 MB	11.6 MB
235	b5/095d3d	10593	gatkHaplotypeCaller (235)	COMPLETED	0	2020-09-25 00:48:06.394	12m 8s	12m 3s	92.9%	1.6 GB	6.8 GB	265.6 MB	70 MB
234	4a/3eea53	1014	gatkHaplotypeCaller (234)	COMPLETED	0	2020-09-25 00:51:55.654	10m 43s	10m 39s	93.5%	1.6 GB	6.8 GB	486.1 MB	11.7 MB
238	ea/36a6d7	6844	gatkHaplotypeCaller (238)	COMPLETED	0	2020-09-25 00:52:50.814	10m 23s	10m 19s	93.2%	1.6 GB	6.9 GB	521.1 MB	11.6 MB
240	ca/4d905f	32350	gatkHaplotypeCaller (240)	COMPLETED	0	2020-09-25 00:57:43.730	8m 6s	8m 1s	94.6%	1.6 GB	6.8 GB	387.8 MB	12.7 MB
241	09/59de72	12383	gatkHaplotypeCaller (241)	COMPLETED	0	2020-09-25 01:00:14.874	5m 45s	5m 42s	95.3%	1.6 GB	6.8 GB	148.3 MB	92.9 MB
244	ac/a7b8dd	24722	gatkHaplotypeCaller (244)	COMPLETED	0	2020-09-25 01:02:38.227	5m 46s	5m 43s	98.1%	1.6 GB	6.8 GB	135 MB	91.4 MB
242	47/7b1250	28355	gatkHaplotypeCaller (242)	COMPLETED	0	2020-09-25 01:03:14.086	6m 49s	6m 44s	93.9%	1.6 GB	6.8 GB	263.6 MB	30.6 MB
232	8c/4fd3cf	22661	gatkHaplotypeCaller (232)	COMPLETED	0	2020-09-25 00:44:11.589	30m 53s	30m 51s	100.0%	1.6 GB	6.9 GB	551.5 MB	15.2 MB
243	55/1c0e9d	8905	gatkHaplotypeCaller (243)	COMPLETED	0	2020-09-25 01:05:49.650	9m 22s	9m 18s	95.0%	1.6 GB	6.8 GB	462.8 MB	12.3 MB
249	b1/8138ac	10243	gatkHaplotypeCaller (249)	COMPLETED	0	2020-09-25 01:06:00.334	10m 22s	10m 18s	91.8%	1.6 GB	6.8 GB	509.5 MB	11.9 MB
245	3d/337426	22584	gatkHaplotypeCaller (245)	COMPLETED	0	2020-09-25 01:08:24.119	8m 56s	8m 50s	93.0%	1.6 GB	6.8 GB	475.3 MB	12.1 MB
248	f3/6a6c55	21352	gatkHaplotypeCaller (248)	COMPLETED	0	2020-09-25 01:15:11.215	5m 11s	5m 8s	97.9%	1.6 GB	6.8 GB	144.2 MB	95.6 MB
247	09/c06f83	31079	gatkHaplotypeCaller (247)	COMPLETED	0	2020-09-25 01:10:03.054	10m 44s	10m 39s	94.3%	1.6 GB	6.8 GB	275.4 MB	41.1 MB
246	6e/918c97	1003	gatkHaplotypeCaller (246)	COMPLETED	0	2020-09-25 01:17:19.962	4m 30s	4m 26s	98.8%	1.6 GB	6.8 GB	110.3 MB	77.6 MB
252	a0/29bde0	28042	gatkHaplotypeCaller (252)	COMPLETED	0	2020-09-25 01:16:22.834	6m 33s	6m 29s	95.5%	1.6 GB	6.8 GB	201.6 MB	36.1 MB
239	35/842360	11268	gatkHaplotypeCaller (239)	COMPLETED	0	2020-09-25 01:00:06.377	24m 40s	24m 36s	97.1%	1.6 GB	6.9 GB	559.9 MB	14.8 MB
254	11/666ecd	24397	gatkHaplotypeCaller (254)	COMPLETED	0	2020-09-25 01:21:50.070	7m 37s	7m 33s	98.4%	1.6 GB	6.8 GB	159.8 MB	150.3 MB
250	ef/4d98a6	15959	gatkHaplotypeCaller (250)	COMPLETED	0	2020-09-25 01:20:22.487	9m 21s	9m 18s	94.2%	1.6 GB	6.8 GB	445.6 MB	12.3 MB
255	65/6fee3f	30276	gatkHaplotypeCaller (255)	COMPLETED	0	2020-09-25 01:22:56.110	7m 58s	7m 54s	98.9%	1.6 GB	6.8 GB	250.4 MB	46.9 MB
253	9a/7fa6b6	20502	gatkHaplotypeCaller (253)	COMPLETED	0	2020-09-25 01:15:04.957	19m 25s	19m 21s	93.5%	1.6 GB	6.9 GB	753.3 MB	11.3 MB
258	5e/e6081f	7214	gatkHaplotypeCaller (258)	COMPLETED	0	2020-09-25 01:24:46.550	10m 29s	10m 25s	93.3%	1.6 GB	6.8 GB	533.7 MB	11.8 MB
257	ff/6bb475	520	gatkHaplotypeCaller (257)	COMPLETED	0	2020-09-25 01:29:43.688	6m 44s	6m 40s	95.0%	1.6 GB	6.8 GB	190.8 MB	65.7 MB
267	05/c7439e	27274	gatkHaplotypeCaller (267)	COMPLETED	0	2020-09-25 01:35:15.745	4m 40s	4m 35s	95.9%	1.6 GB	6.8 GB	139.5 MB	92.7 MB
261	0d/be1076	7076	gatkHaplotypeCaller (261)	COMPLETED	0	2020-09-25 01:30:54.297	9m 5s	9m 1s	93.6%	1.6 GB	6.8 GB	419.7 MB	13 MB
200	d7/72874c	31944	gatkHaplotypeCaller (200)	COMPLETED	0	2020-09-24 23:47:59.260	1h 52m 7s	1h 52m 2s	110.1%	1.6 GB	6.9 GB	509.5 MB	68.1 MB
256	6e/4d3e06	31099	gatkHaplotypeCaller (256)	COMPLETED	0	2020-09-25 01:29:27.318	12m 33s	12m 29s	93.9%	1.6 GB	6.8 GB	530.4 MB	11.7 MB
251	d3/925294	18700	gatkHaplotypeCaller (251)	COMPLETED	0	2020-09-25 01:20:46.934	23m 31s	23m 27s	94.3%	1.6 GB	6.9 GB	910.6 MB	11.2 MB
259	69/7107fa	18842	gatkHaplotypeCaller (259)	COMPLETED	0	2020-09-25 01:39:59.214	8m 40s	8m 36s	94.3%	1.6 GB	6.8 GB	425 MB	12.4 MB
260	5e/66feb2	18349	gatkHaplotypeCaller (260)	COMPLETED	0	2020-09-25 01:39:55.390	11m 56s	11m 52s	92.9%	1.6 GB	6.8 GB	479.2 MB	12 MB
271	10/6fd5f8	11368	gatkHaplotypeCaller (271)	COMPLETED	0	2020-09-25 01:44:18.093	7m 58s	7m 53s	95.5%	1.6 GB	6.8 GB	382.1 MB	13.4 MB
265	6e/9d83e9	22916	gatkHaplotypeCaller (265)	COMPLETED	0	2020-09-25 01:34:29.811	21m 37s	21m 33s	94.8%	1.6 GB	6.9 GB	801.6 MB	11.3 MB
264	45/bed1d6	3219	gatkHaplotypeCaller (264)	COMPLETED	0	2020-09-25 01:48:39.320	8m 43s	8m 40s	96.1%	1.6 GB	6.8 GB	396.2 MB	13.2 MB
224	d2/611385	23937	gatkHaplotypeCaller (224)	COMPLETED	0	2020-09-25 00:27:07.070	1h 30m 46s	1h 30m 40s	105.6%	1.7 GB	7 GB	2 GB	11.5 MB
266	0d/b57452	1182	gatkHaplotypeCaller (266)	COMPLETED	0	2020-09-25 01:36:27.407	21m 37s	21m 33s	99.6%	1.6 GB	6.9 GB	521.8 MB	13.9 MB
274	49/d24c2c	20248	gatkHaplotypeCaller (274)	COMPLETED	0	2020-09-25 01:52:15.695	7m 1s	6m 57s	99.0%	1.6 GB	6.8 GB	99.6 MB	75.7 MB
269	83/523caa	17809	gatkHaplotypeCaller (269)	COMPLETED	0	2020-09-25 01:51:51.003	8m 38s	8m 34s	93.4%	1.6 GB	6.8 GB	348.8 MB	12 MB
268	73/64f1e1	7825	gatkHaplotypeCaller (268)	COMPLETED	0	2020-09-25 01:57:22.586	4m 54s	4m 50s	98.8%	1.6 GB	6.8 GB	145.6 MB	109.1 MB
262	1e/321e55	30738	gatkHaplotypeCaller (262)	COMPLETED	0	2020-09-25 01:42:00.629	21m 5s	21m	95.2%	1.6 GB	6.9 GB	826.7 MB	11.5 MB
270	5a/408447	1902	gatkHaplotypeCaller (270)	COMPLETED	0	2020-09-25 01:56:06.775	9m 40s	9m 36s	94.5%	1.6 GB	6.8 GB	431.5 MB	13.1 MB
272	6a/73a564	10507	gatkHaplotypeCaller (272)	COMPLETED	0	2020-09-25 01:57:52.642	8m 36s	8m 31s	94.9%	1.6 GB	6.8 GB	344.4 MB	13.3 MB
278	f8/95069a	4899	gatkHaplotypeCaller (278)	COMPLETED	0	2020-09-25 02:02:16.541	5m 20s	5m 15s	101.2%	1.6 GB	6.8 GB	163.6 MB	97.6 MB
273	06/4c4fa7	11935	gatkHaplotypeCaller (273)	COMPLETED	0	2020-09-25 01:58:04.792	10m	9m 56s	95.3%	1.6 GB	6.8 GB	422.6 MB	12.1 MB
276	f1/5f2704	19525	gatkHaplotypeCaller (276)	COMPLETED	0	2020-09-25 01:59:16.940	9m 54s	9m 49s	95.4%	1.6 GB	6.9 GB	496 MB	11.6 MB
275	20/e4698a	26933	gatkHaplotypeCaller (275)	COMPLETED	0	2020-09-25 02:00:29.470	9m 32s	9m 28s	97.9%	1.6 GB	6.8 GB	393.5 MB	11.9 MB
280	c7/e43cda	27436	gatkHaplotypeCaller (280)	COMPLETED	0	2020-09-25 02:05:46.755	6m 39s	6m 35s	100.2%	1.6 GB	6.8 GB	196.3 MB	70.7 MB
284	14/788043	10057	gatkHaplotypeCaller (284)	COMPLETED	0	2020-09-25 02:03:05.722	9m 41s	9m 36s	99.4%	1.6 GB	6.8 GB	221 MB	65.6 MB
279	34/8d5b6f	24779	gatkHaplotypeCaller (279)	COMPLETED	0	2020-09-25 02:10:01.978	5m 55s	5m 51s	100.6%	1.6 GB	6.8 GB	157.4 MB	120.3 MB
277	7c/879e9c	7725	gatkHaplotypeCaller (277)	COMPLETED	0	2020-09-25 02:07:36.072	9m 14s	9m 10s	96.0%	1.6 GB	7 GB	480.7 MB	12.2 MB
283	1e/ccf6e6	7710	gatkHaplotypeCaller (283)	COMPLETED	0	2020-09-25 02:12:25.304	4m 35s	4m 32s	103.6%	1.6 GB	6.8 GB	144.1 MB	75.8 MB
282	b6/c0388b	11440	gatkHaplotypeCaller (282)	COMPLETED	0	2020-09-25 02:08:05.158	10m 35s	10m 30s	95.0%	1.6 GB	6.8 GB	313.1 MB	24.2 MB
281	95/38b877	32512	gatkHaplotypeCaller (281)	COMPLETED	0	2020-09-25 02:06:28.251	12m 32s	12m 28s	95.3%	1.6 GB	6.8 GB	538.7 MB	11.5 MB
293	8e/728033	6449	gatkHaplotypeCaller (293)	COMPLETED	0	2020-09-25 02:17:00.306	5m 37s	5m 34s	100.6%	1.6 GB	6.8 GB	169.7 MB	68 MB
285	e3/57ddc7	10731	gatkHaplotypeCaller (285)	COMPLETED	0	2020-09-25 02:12:46.378	12m 23s	12m 19s	95.3%	1.6 GB	6.8 GB	563.2 MB	11.6 MB
